query_index,query_id,query_camera,top1_index,top1_id,top1_camera,top1_score,top1_correct,ap
55,Hospital_000__Person_0003,Camera_23,157,Hospital_000__Person_0011,Camera_03,0.9367364048957825,0,0.033117487863586606
56,Hospital_000__Person_0003,Camera_24,54,Hospital_000__Person_0003,Camera_22,0.9817904829978943,1,0.5176079385576571
57,Hospital_000__Person_0003,Camera_26,356,Hospital_000__Person_0024,Camera_19,0.9875809550285339,0,0.4963157613635798
58,Hospital_000__Person_0003,Camera_27,352,Hospital_000__Person_0024,Camera_04,0.9844565391540527,0,0.3415934911942389
59,Hospital_000__Person_0003,Camera_31,57,Hospital_000__Person_0003,Camera_26,0.9866594672203064,1,0.306420848083221
60,Hospital_000__Person_0004,Camera,486,Hospital_000__Person_0033,Camera_31,0.9677731990814209,0,0.053981558543445184
61,Hospital_000__Person_0004,Camera_03,70,Hospital_000__Person_0004,Camera_24,0.9764865636825562,1,0.6703015581358546
62,Hospital_000__Person_0004,Camera_04,332,Hospital_000__Person_0022,Camera_27,0.9577130079269409,0,0.01716918659705859
63,Hospital_000__Person_0004,Camera_05,70,Hospital_000__Person_0004,Camera_24,0.9839417338371277,1,0.6653046111392159
64,Hospital_000__Person_0004,Camera_06,66,Hospital_000__Person_0004,Camera_09,0.9685805439949036,1,0.6045858034189174
65,Hospital_000__Person_0004,Camera_08,72,Hospital_000__Person_0004,Camera_27,0.9276625514030457,1,0.18828552421592076
66,Hospital_000__Person_0004,Camera_09,69,Hospital_000__Person_0004,Camera_22,0.9867697954177856,1,0.6606937542274662
67,Hospital_000__Person_0004,Camera_19,277,Hospital_000__Person_0019,Camera_04,0.84787917137146,0,0.06081828663823357
68,Hospital_000__Person_0004,Camera_20,70,Hospital_000__Person_0004,Camera_24,0.9628139138221741,1,0.35433187827501267
69,Hospital_000__Person_0004,Camera_22,70,Hospital_000__Person_0004,Camera_24,0.9902256727218628,1,0.6605694616415753
70,Hospital_000__Person_0004,Camera_24,69,Hospital_000__Person_0004,Camera_22,0.9902256727218628,1,0.6704817323009519
71,Hospital_000__Person_0004,Camera_26,69,Hospital_000__Person_0004,Camera_22,0.9887945652008057,1,0.6698836428248184
72,Hospital_000__Person_0004,Camera_27,65,Hospital_000__Person_0004,Camera_08,0.9276625514030457,1,0.12385408652534823
73,Hospital_000__Person_0005,Camera_02,78,Hospital_000__Person_0005,Camera_17,0.9823171496391296,1,0.5032262189009571
74,Hospital_000__Person_0005,Camera_03,80,Hospital_000__Person_0005,Camera_24,0.9222487807273865,1,0.2598238046280729
75,Hospital_000__Person_0005,Camera_10,76,Hospital_000__Person_0005,Camera_12,0.9860040545463562,1,0.5035865085596717
76,Hospital_000__Person_0005,Camera_12,75,Hospital_000__Person_0005,Camera_10,0.9860040545463562,1,0.5032583302143159
77,Hospital_000__Person_0005,Camera_13,78,Hospital_000__Person_0005,Camera_17,0.9919299483299255,1,0.50334154633878
78,Hospital_000__Person_0005,Camera_17,77,Hospital_000__Person_0005,Camera_13,0.9919299483299255,1,0.47828728207702115
79,Hospital_000__Person_0005,Camera_23,1059,Warehouse_015__Person_0191,Camera_11,0.8897331357002258,0,0.012609437744577434
80,Hospital_000__Person_0005,Camera_24,81,Hospital_000__Person_0005,Camera_28,0.9590205550193787,1,0.18532771456356725
81,Hospital_000__Person_0005,Camera_28,419,Hospital_000__Person_0029,Camera_03,0.9630545973777771,0,0.09543865752129288
82,Hospital_000__Person_0006,Camera,1243,Warehouse_015__Person_0221,Camera_07,0.8034469485282898,0,0.01823766360088306
83,Hospital_000__Person_0006,Camera_03,90,Hospital_000__Person_0006,Camera_24,0.9898824691772461,1,0.3428351272706726
84,Hospital_000__Person_0006,Camera_04,87,Hospital_000__Person_0006,Camera_16,0.9813426733016968,1,0.7917929292929292
85,Hospital_000__Person_0006,Camera_07,88,Hospital_000__Person_0006,Camera_21,0.9703865647315979,1,0.6597970161402997
86,Hospital_000__Person_0006,Camera_10,94,Hospital_000__Person_0006,Camera_30,0.9770703911781311,1,0.8262711363833256
87,Hospital_000__Person_0006,Camera_16,88,Hospital_000__Person_0006,Camera_21,0.9914447069168091,1,0.7833477407099102
88,Hospital_000__Person_0006,Camera_21,89,Hospital_000__Person_0006,Camera_23,0.9931762218475342,1,0.8096882118775994
89,Hospital_000__Person_0006,Camera_23,88,Hospital_000__Person_0006,Camera_21,0.9931762218475342,1,0.8387141730265434
90,Hospital_000__Person_0006,Camera_24,83,Hospital_000__Person_0006,Camera_03,0.9898824691772461,1,0.24533780728532992
91,Hospital_000__Person_0006,Camera_25,88,Hospital_000__Person_0006,Camera_21,0.9928181767463684,1,0.7745962654953884
92,Hospital_000__Person_0006,Camera_28,83,Hospital_000__Person_0006,Camera_03,0.9818823337554932,1,0.7213015087559597
93,Hospital_000__Person_0006,Camera_29,91,Hospital_000__Person_0006,Camera_25,0.9799325466156006,1,0.8479539271123847
94,Hospital_000__Person_0006,Camera_30,86,Hospital_000__Person_0006,Camera_10,0.9770703911781311,1,0.8029785306035622
95,Hospital_000__Person_0007,Camera,108,Hospital_000__Person_0007,Camera_26,0.9147545099258423,1,0.3018873295366606
96,Hospital_000__Person_0007,Camera_01,102,Hospital_000__Person_0007,Camera_09,0.9650148749351501,1,0.5606571391021576
97,Hospital_000__Person_0007,Camera_03,107,Hospital_000__Person_0007,Camera_24,0.9924793839454651,1,0.6727698471735187
98,Hospital_000__Person_0007,Camera_04,96,Hospital_000__Person_0007,Camera_01,0.9614672064781189,1,0.25667853017260595
99,Hospital_000__Person_0007,Camera_05,105,Hospital_000__Person_0007,Camera_22,0.9901290535926819,1,0.6870418415743894
100,Hospital_000__Person_0007,Camera_06,102,Hospital_000__Person_0007,Camera_09,0.9878732562065125,1,0.704264622807898
101,Hospital_000__Person_0007,Camera_08,389,Hospital_000__Person_0026,Camera_27,0.961376965045929,0,0.026073520734795616
102,Hospital_000__Person_0007,Camera_09,100,Hospital_000__Person_0007,Camera_06,0.9878732562065125,1,0.7206004889760408
103,Hospital_000__Person_0007,Camera_19,1286,Warehouse_015__Person_0233,Camera_03,0.8141061663627625,0,0.01515828636587264
104,Hospital_000__Person_0007,Camera_20,97,Hospital_000__Person_0007,Camera_03,0.9870690703392029,1,0.6724883966478377
105,Hospital_000__Person_0007,Camera_22,99,Hospital_000__Person_0007,Camera_05,0.9901290535926819,1,0.6877452755168366
106,Hospital_000__Person_0007,Camera_23,427,Hospital_000__Person_0029,Camera_24,0.8827608823776245,0,0.0648122793665502
107,Hospital_000__Person_0007,Camera_24,97,Hospital_000__Person_0007,Camera_03,0.9924793839454651,1,0.6859875865625323
108,Hospital_000__Person_0007,Camera_26,102,Hospital_000__Person_0007,Camera_09,0.9822629690170288,1,0.703851649910617
109,Hospital_000__Person_0007,Camera_27,96,Hospital_000__Person_0007,Camera_01,0.9606714844703674,1,0.32449681846682477
110,Hospital_000__Person_0007,Camera_31,246,Hospital_000__Person_0016,Camera_30,0.9390137195587158,0,0.017335241538561606
111,Hospital_000__Person_0008,Camera,115,Hospital_000__Person_0008,Camera_06,0.9788002967834473,1,0.9046183533843611
112,Hospital_000__Person_0008,Camera_03,123,Hospital_000__Person_0008,Camera_24,0.9952624440193176,1,0.9378872761225703
113,Hospital_000__Person_0008,Camera_04,122,Hospital_000__Person_0008,Camera_23,0.9538164734840393,1,0.5900614585696484
114,Hospital_000__Person_0008,Camera_05,125,Hospital_000__Person_0008,Camera_26,0.9827036261558533,1,0.8676647615439976
115,Hospital_000__Person_0008,Camera_06,117,Hospital_000__Person_0008,Camera_09,0.9946521520614624,1,0.9350038096891488
116,Hospital_000__Person_0008,Camera_08,126,Hospital_000__Person_0008,Camera_27,0.9758460521697998,1,0.938608776844071
117,Hospital_000__Person_0008,Camera_09,115,Hospital_000__Person_0008,Camera_06,0.9946521520614624,1,0.934598571991912
118,Hospital_000__Person_0008,Camera_18,115,Hospital_000__Person_0008,Camera_06,0.9724186062812805,1,0.9268837655922517
119,Hospital_000__Person_0008,Camera_19,118,Hospital_000__Person_0008,Camera_18,0.9321585297584534,1,0.9452697389116075
120,Hospital_000__Person_0008,Camera_20,114,Hospital_000__Person_0008,Camera_05,0.9579903483390808,1,0.6096335643984931
121,Hospital_000__Person_0008,Camera_22,114,Hospital_000__Person_0008,Camera_05,0.9822492599487305,1,0.8322371257046771
122,Hospital_000__Person_0008,Camera_23,111,Hospital_000__Person_0008,Camera,0.9586371183395386,1,0.9137096134000158
123,Hospital_000__Person_0008,Camera_24,112,Hospital_000__Person_0008,Camera_03,0.9952624440193176,1,0.9357645138838889
124,Hospital_000__Person_0008,Camera_25,128,Hospital_000__Person_0008,Camera_31,0.8606647849082947,1,0.18282015617300762
125,Hospital_000__Person_0008,Camera_26,112,Hospital_000__Person_0008,Camera_03,0.9885224103927612,1,0.9094821904615873
126,Hospital_000__Person_0008,Camera_27,127,Hospital_000__Person_0008,Camera_28,0.9817078113555908,1,0.9052934243606258
127,Hospital_000__Person_0008,Camera_28,126,Hospital_000__Person_0008,Camera_27,0.9817078113555908,1,0.911585617853699
128,Hospital_000__Person_0008,Camera_31,1502,Warehouse_016__Person_0699,Camera_07,0.8964980244636536,0,0.44776608265923373
129,Hospital_000__Person_0009,Camera,143,Hospital_000__Person_0009,Camera_28,0.9898613095283508,1,0.5270218240599427
130,Hospital_000__Person_0009,Camera_03,142,Hospital_000__Person_0009,Camera_27,0.9867139458656311,1,0.39732629090936944
131,Hospital_000__Person_0009,Camera_04,142,Hospital_000__Person_0009,Camera_27,0.9819625616073608,1,0.39667587255705583
132,Hospital_000__Person_0009,Camera_05,508,Hospital_000__Person_0035,Camera_08,0.9398738145828247,0,0.16886887710174783
133,Hospital_000__Person_0009,Camera_06,142,Hospital_000__Person_0009,Camera_27,0.9887574315071106,1,0.6267943290655724
134,Hospital_000__Person_0009,Camera_08,135,Hospital_000__Person_0009,Camera_09,0.9861900806427002,1,0.6008292233790572
135,Hospital_000__Person_0009,Camera_09,134,Hospital_000__Person_0009,Camera_08,0.9861900806427002,1,0.6054514801618132
136,Hospital_000__Person_0009,Camera_18,134,Hospital_000__Person_0009,Camera_08,0.9497220516204834,1,0.2554320303883687
137,Hospital_000__Person_0009,Camera_19,135,Hospital_000__Person_0009,Camera_09,0.9683452844619751,1,0.6447349626148204
138,Hospital_000__Person_0009,Camera_22,140,Hospital_000__Person_0009,Camera_24,0.9822104573249817,1,0.32363839896353797
139,Hospital_000__Person_0009,Camera_23,130,Hospital_000__Person_0009,Camera_03,0.9829773902893066,1,0.2288981626898683
140,Hospital_000__Person_0009,Camera_24,138,Hospital_000__Person_0009,Camera_22,0.9822104573249817,1,0.3930706688368524
141,Hospital_000__Person_0009,Camera_26,132,Hospital_000__Person_0009,Camera_05,0.9351528882980347,1,0.29280340599729116
142,Hospital_000__Person_0009,Camera_27,133,Hospital_000__Person_0009,Camera_06,0.9887574315071106,1,0.5313865575999466
143,Hospital_000__Person_0009,Camera_28,129,Hospital_000__Person_0009,Camera,0.9898613095283508,1,0.5566776657204412
144,Hospital_000__Person_0010,Camera_03,152,Hospital_000__Person_0010,Camera_24,0.9730203151702881,1,0.2726656405401928
145,Hospital_000__Person_0010,Camera_04,1184,Warehouse_015__Person_0215,Camera_11,0.9222608208656311,0,0.10238655990267709
146,Hospital_000__Person_0010,Camera_07,390,Hospital_000__Person_0027,Camera,0.9633197784423828,0,0.025372813304610522
147,Hospital_000__Person_0010,Camera_10,151,Hospital_000__Person_0010,Camera_23,0.9776201844215393,1,0.5582696554011106
148,Hospital_000__Person_0010,Camera_16,150,Hospital_000__Person_0010,Camera_21,0.9864289164543152,1,0.6490373995614853
149,Hospital_000__Person_0010,Camera_19,154,Hospital_000__Person_0010,Camera_28,0.9628850221633911,1,0.2958150214400093
150,Hospital_000__Person_0010,Camera_21,156,Hospital_000__Person_0010,Camera_30,0.9866833090782166,1,0.6356158182719736
151,Hospital_000__Person_0010,Camera_23,147,Hospital_000__Person_0010,Camera_10,0.9776201844215393,1,0.5797297605304979
152,Hospital_000__Person_0010,Camera_24,144,Hospital_000__Person_0010,Camera_03,0.9730203151702881,1,0.24671609497726324
153,Hospital_000__Person_0010,Camera_25,148,Hospital_000__Person_0010,Camera_16,0.9740176796913147,1,0.5084589031296727
154,Hospital_000__Person_0010,Camera_28,149,Hospital_000__Person_0010,Camera_19,0.9628850221633911,1,0.2992624951621009
155,Hospital_000__Person_0010,Camera_29,148,Hospital_000__Person_0010,Camera_16,0.9541172981262207,1,0.5220906526058222
156,Hospital_000__Person_0010,Camera_30,150,Hospital_000__Person_0010,Camera_21,0.9866833090782166,1,0.645159526041879
157,Hospital_000__Person_0011,Camera_03,165,Hospital_000__Person_0011,Camera_24,0.9907670617103577,1,0.4029803472015185
158,Hospital_000__Person_0011,Camera_04,161,Hospital_000__Person_0011,Camera_16,0.9498149156570435,1,0.603006593336782
159,Hospital_000__Person_0011,Camera_07,160,Hospital_000__Person_0011,Camera_10,0.97263103723526,1,0.6593386731229198
160,Hospital_000__Person_0011,Camera_10,159,Hospital_000__Person_0011,Camera_07,0.97263103723526,1,0.6800638167144253
161,Hospital_000__Person_0011,Camera_16,164,Hospital_000__Person_0011,Camera_23,0.9882233738899231,1,0.6962169534537956
162,Hospital_000__Person_0011,Camera_19,159,Hospital_000__Person_0011,Camera_07,0.9573801159858704,1,0.5725745094723685
163,Hospital_000__Person_0011,Camera_21,164,Hospital_000__Person_0011,Camera_23,0.9921296834945679,1,0.5204147667624708
164,Hospital_000__Person_0011,Camera_23,163,Hospital_000__Person_0011,Camera_21,0.9921296834945679,1,0.6877158205224113
165,Hospital_000__Person_0011,Camera_24,157,Hospital_000__Person_0011,Camera_03,0.9907670617103577,1,0.2785264088340277
166,Hospital_000__Person_0011,Camera_25,164,Hospital_000__Person_0011,Camera_23,0.989700436592102,1,0.5286268318626475
167,Hospital_000__Person_0011,Camera_28,165,Hospital_000__Person_0011,Camera_24,0.9818658232688904,1,0.4689843774507496
168,Hospital_000__Person_0011,Camera_29,169,Hospital_000__Person_0011,Camera_30,0.9680594205856323,1,0.29943565573435127
169,Hospital_000__Person_0011,Camera_30,163,Hospital_000__Person_0011,Camera_21,0.9784628748893738,1,0.5100014680232821
170,Hospital_000__Person_0012,Camera,190,Hospital_000__Person_0013,Camera_20,0.9486865401268005,0,0.07019344289240706
171,Hospital_000__Person_0012,Camera_01,370,Hospital_000__Person_0025,Camera_20,0.8988489508628845,0,0.06264927229955024
172,Hospital_000__Person_0012,Camera_03,179,Hospital_000__Person_0012,Camera_22,0.9555240273475647,1,0.35675111831915496
173,Hospital_000__Person_0012,Camera_05,1235,Warehouse_015__Person_0220,Camera_11,0.9204761385917664,0,0.010520652632891354
174,Hospital_000__Person_0012,Camera_06,178,Hospital_000__Person_0012,Camera_20,0.9342333674430847,1,0.32218872385510156
175,Hospital_000__Person_0012,Camera_08,389,Hospital_000__Person_0026,Camera_27,0.9737116694450378,0,0.006556970585519615
176,Hospital_000__Person_0012,Camera_09,178,Hospital_000__Person_0012,Camera_20,0.967807412147522,1,0.14334809317873187
177,Hospital_000__Person_0012,Camera_14,180,Hospital_000__Person_0012,Camera_24,0.9394640326499939,1,0.3304110870737626
178,Hospital_000__Person_0012,Camera_20,176,Hospital_000__Person_0012,Camera_09,0.967807412147522,1,0.12757007985997912
179,Hospital_000__Person_0012,Camera_22,172,Hospital_000__Person_0012,Camera_03,0.9555240273475647,1,0.37420537266442566
180,Hospital_000__Person_0012,Camera_24,177,Hospital_000__Person_0012,Camera_14,0.9394640326499939,1,0.46787936225237386
181,Hospital_000__Person_0012,Camera_26,172,Hospital_000__Person_0012,Camera_03,0.9354952573776245,1,0.26544116992997235
182,Hospital_000__Person_0012,Camera_27,505,Hospital_000__Person_0035,Camera_04,0.9458508491516113,0,0.03207901256443925
183,Hospital_000__Person_0013,Camera,190,Hospital_000__Person_0013,Camera_20,0.9695694446563721,1,0.6279279468024244
184,Hospital_000__Person_0013,Camera_03,193,Hospital_000__Person_0013,Camera_24,0.9948766231536865,1,0.5802111456165949
185,Hospital_000__Person_0013,Camera_04,438,Hospital_000__Person_0030,Camera_19,0.9187512993812561,0,0.008195923686862344
186,Hospital_000__Person_0013,Camera_05,195,Hospital_000__Person_0013,Camera_26,0.9674670696258545,1,0.6309114317311041
187,Hospital_000__Person_0013,Camera_06,193,Hospital_000__Person_0013,Camera_24,0.9927768707275391,1,0.5799478711234999
188,Hospital_000__Person_0013,Camera_08,192,Hospital_000__Person_0013,Camera_23,0.9192540049552917,1,0.3855838577496851
189,Hospital_000__Person_0013,Camera_09,187,Hospital_000__Person_0013,Camera_06,0.9870630502700806,1,0.5481654948043766
190,Hospital_000__Person_0013,Camera_20,183,Hospital_000__Person_0013,Camera,0.9695694446563721,1,0.38322258912909707
191,Hospital_000__Person_0013,Camera_22,187,Hospital_000__Person_0013,Camera_06,0.9857305288314819,1,0.5928972156408481
192,Hospital_000__Person_0013,Camera_23,174,Hospital_000__Person_0012,Camera_06,0.9270536303520203,0,0.12511675689955482
193,Hospital_000__Person_0013,Camera_24,184,Hospital_000__Person_0013,Camera_03,0.9948766231536865,1,0.5652219517925916
194,Hospital_000__Person_0013,Camera_25,188,Hospital_000__Person_0013,Camera_08,0.8690093755722046,1,0.29937798558630857
195,Hospital_000__Person_0013,Camera_26,191,Hospital_000__Person_0013,Camera_22,0.9782674908638,1,0.5811076266217325
196,Hospital_000__Person_0013,Camera_27,395,Hospital_000__Person_0027,Camera_08,0.9751577377319336,0,0.010238148309920656
197,Hospital_000__Person_0013,Camera_28,188,Hospital_000__Person_0013,Camera_08,0.8461462259292603,1,0.23605190848402627
198,Hospital_000__Person_0013,Camera_31,193,Hospital_000__Person_0013,Camera_24,0.985628068447113,1,0.6106384513146768
199,Hospital_000__Person_0014,Camera_03,207,Hospital_000__Person_0014,Camera_24,0.961848258972168,1,0.3059724812877006
200,Hospital_000__Person_0014,Camera_04,202,Hospital_000__Person_0014,Camera_10,0.9861732721328735,1,0.6939419938771344
201,Hospital_000__Person_0014,Camera_07,205,Hospital_000__Person_0014,Camera_21,0.9726116061210632,1,0.5332742956888358
202,Hospital_000__Person_0014,Camera_10,200,Hospital_000__Person_0014,Camera_04,0.9861732721328735,1,0.7336574346225393
203,Hospital_000__Person_0014,Camera_16,200,Hospital_000__Person_0014,Camera_04,0.9788351058959961,1,0.6940142394300914
204,Hospital_000__Person_0014,Camera_19,209,Hospital_000__Person_0014,Camera_28,0.9609709978103638,1,0.34352309332310527
205,Hospital_000__Person_0014,Camera_21,202,Hospital_000__Person_0014,Camera_10,0.9861593842506409,1,0.7841620561017322
206,Hospital_000__Person_0014,Camera_23,210,Hospital_000__Person_0014,Camera_29,0.9897077679634094,1,0.6690144519902691
207,Hospital_000__Person_0014,Camera_24,199,Hospital_000__Person_0014,Camera_03,0.961848258972168,1,0.30019511111740144
208,Hospital_000__Person_0014,Camera_25,206,Hospital_000__Person_0014,Camera_23,0.9778122901916504,1,0.6436006747337947
209,Hospital_000__Person_0014,Camera_28,204,Hospital_000__Person_0014,Camera_19,0.9609709978103638,1,0.504852478619513
210,Hospital_000__Person_0014,Camera_29,206,Hospital_000__Person_0014,Camera_23,0.9897077679634094,1,0.6564158943884232
211,Hospital_000__Person_0015,Camera,217,Hospital_000__Person_0015,Camera_08,0.9852308034896851,1,0.7347393640127983
212,Hospital_000__Person_0015,Camera_03,227,Hospital_000__Person_0015,Camera_24,0.9907842874526978,1,0.7768269953424707
213,Hospital_000__Person_0015,Camera_04,226,Hospital_000__Person_0015,Camera_23,0.9785274863243103,1,0.3530491485404907
214,Hospital_000__Person_0015,Camera_05,229,Hospital_000__Person_0015,Camera_26,0.9547967314720154,1,0.49690752492115503
215,Hospital_000__Person_0015,Camera_06,233,Hospital_000__Person_0015,Camera_31,0.9930012226104736,1,0.7618584712970453
216,Hospital_000__Person_0015,Camera_07,220,Hospital_000__Person_0015,Camera_16,0.980700671672821,1,0.7369464728534973
217,Hospital_000__Person_0015,Camera_08,218,Hospital_000__Person_0015,Camera_09,0.9852741956710815,1,0.7355566208633898
218,Hospital_000__Person_0015,Camera_09,217,Hospital_000__Person_0015,Camera_08,0.9852741956710815,1,0.734582394173445
219,Hospital_000__Person_0015,Camera_10,229,Hospital_000__Person_0015,Camera_26,0.8897532820701599,1,0.6316190176980786
220,Hospital_000__Person_0015,Camera_16,216,Hospital_000__Person_0015,Camera_07,0.980700671672821,1,0.7436997558896443
221,Hospital_000__Person_0015,Camera_18,220,Hospital_000__Person_0015,Camera_16,0.978901743888855,1,0.7749151519216372
222,Hospital_000__Person_0015,Camera_19,215,Hospital_000__Person_0015,Camera_06,0.9841781258583069,1,0.8250587236945423
223,Hospital_000__Person_0015,Camera_20,212,Hospital_000__Person_0015,Camera_03,0.9333392381668091,1,0.5010540861251387
224,Hospital_000__Person_0015,Camera_21,212,Hospital_000__Person_0015,Camera_03,0.9843794107437134,1,0.7399660855575028
