identity_key,num_clusters_for_id,assigned_count,noise_count,is_fragmented
Warehouse_015__Person_0198,1,11,0,False
Warehouse_015__Person_0232,1,11,0,False
Warehouse_015__Person_0236,1,11,0,False
Warehouse_015__Person_0238,1,11,0,False
Warehouse_015__Transporter_0007,1,11,0,False
Warehouse_016__FourierGR1T2_0353,1,11,0,False
Warehouse_016__FourierGR1T2_0354,1,11,0,False
Warehouse_016__FourierGR1T2_0627,1,11,0,False
Hospital_000__Person_0024,1,10,0,False
Warehouse_015__NovaCarter_0229,1,10,0,False
Warehouse_015__Person_0167,1,10,0,False
Warehouse_015__Person_0176,1,10,0,False
Warehouse_015__Person_0180,1,10,0,False
Warehouse_015__Person_0181,1,10,0,False
Warehouse_015__Person_0186,1,10,0,False
Warehouse_015__Person_0188,1,10,0,False
Warehouse_015__Person_0192,1,10,0,False
Warehouse_015__Person_0199,1,10,0,False
Warehouse_015__Person_0218,1,10,0,False
Warehouse_015__Person_0001,1,9,0,False
Warehouse_015__Person_0010,1,9,0,False
Warehouse_015__Person_0012,1,9,0,False
Warehouse_015__Person_0014,1,9,0,False
Warehouse_015__Person_0179,1,9,0,False
Warehouse_015__Person_0233,1,9,0,False
Warehouse_015__Person_0237,1,9,0,False
Warehouse_015__Person_0240,1,9,0,False
Warehouse_015__Person_0219,1,8,0,False
Warehouse_015__Person_0241,1,8,0,False
Warehouse_015__Person_0242,1,8,0,False
Warehouse_016__Transporter_0349,1,7,0,False
Warehouse_015__Forklift_0182,1,6,0,False
Warehouse_015__Forklift_0183,1,6,0,False
Warehouse_015__Person_0230,1,6,0,False
Hospital_000__Person_0037,1,4,0,False
