num_crops,global_id,identity_key,label,true_label,camera,camera_id,scene,object_type,is_occluded,occluded_crop_ratio,start_frame,end_frame,example_crop_path,track_id,cluster_label,cluster_as_identity,cluster_purity,is_noise,is_misclustered
24,Person_0018,Hospital_000__Person_0018,18,18,Camera_19,29,Hospital_000,Person,1,0.6666666666666666,1410,2100,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0018/Camera_19/Person_0018_Camera_19_f001410_r007.jpg,None,-1,NOISE,0.0,True,False
1,Person_0019,Hospital_000__Person_0019,19,19,Camera_25,35,Hospital_000,Person,0,0.0,5160,5160,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0019/Camera_25/Person_0019_Camera_25_f005160_r003.jpg,None,-1,NOISE,0.0,True,False
3,Person_0021,Hospital_000__Person_0021,21,21,Camera_23,33,Hospital_000,Person,0,0.0,4140,6960,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0021/Camera_23/Person_0021_Camera_23_f004140_r005.jpg,None,-1,NOISE,0.0,True,False
117,Person_0021,Hospital_000__Person_0021,21,21,Camera_31,41,Hospital_000,Person,1,0.6666666666666666,3270,8610,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0021/Camera_31/Person_0021_Camera_31_f003270_r001.jpg,None,-1,NOISE,0.0,True,False
2,Person_0023,Hospital_000__Person_0023,23,23,Camera_04,14,Hospital_000,Person,0,0.0,3930,8430,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0023/Camera_04/Person_0023_Camera_04_f003930_r004.jpg,None,-1,NOISE,0.0,True,False
1,Person_0026,Hospital_000__Person_0026,26,26,Camera_04,14,Hospital_000,Person,0,0.0,8940,8940,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0026/Camera_04/Person_0026_Camera_04_f008940_r001.jpg,None,-1,NOISE,0.0,True,False
3,Person_0027,Hospital_000__Person_0027,27,27,Camera_27,37,Hospital_000,Person,0,0.0,4320,8040,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0027/Camera_27/Person_0027_Camera_27_f004320_r004.jpg,None,-1,NOISE,0.0,True,False
20,Person_0028,Hospital_000__Person_0028,28,28,Camera_04,14,Hospital_000,Person,0,0.0,1500,8610,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0028/Camera_04/Person_0028_Camera_04_f001500_r001.jpg,None,-1,NOISE,0.0,True,False
565,Person_0029,Hospital_000__Person_0029,29,29,Camera_02,12,Hospital_000,Person,1,0.6584070796460177,0,5760,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0029/Camera_02/Person_0029_Camera_02_f000000_r000.jpg,None,-1,NOISE,0.0,True,False
3,Person_0029,Hospital_000__Person_0029,29,29,Camera_03,13,Hospital_000,Person,0,0.0,5760,6900,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0029/Camera_03/Person_0029_Camera_03_f005760_r004.jpg,None,-1,NOISE,0.0,True,False
66,Person_0029,Hospital_000__Person_0029,29,29,Camera_12,22,Hospital_000,Person,1,0.6666666666666666,450,1380,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0029/Camera_12/Person_0029_Camera_12_f000450_r000.jpg,None,-1,NOISE,0.0,True,False
14,Person_0030,Hospital_000__Person_0030,30,30,Camera_05,15,Hospital_000,Person,1,0.5714285714285714,2490,2640,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0030/Camera_05/Person_0030_Camera_05_f002490_r000.jpg,None,-1,NOISE,0.0,True,False
6,Person_0033,Hospital_000__Person_0033,33,33,Camera_04,14,Hospital_000,Person,0,0.0,2910,8760,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0033/Camera_04/Person_0033_Camera_04_f002910_r003.jpg,None,-1,NOISE,0.0,True,False
6,Person_0033,Hospital_000__Person_0033,33,33,Camera_19,29,Hospital_000,Person,1,0.6666666666666666,5730,5760,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0033/Camera_19/Person_0033_Camera_19_f005730_r002.jpg,None,-1,NOISE,0.0,True,False
18,Person_0033,Hospital_000__Person_0033,33,33,Camera_28,38,Hospital_000,Person,1,0.6666666666666666,3270,3420,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0033/Camera_28/Person_0033_Camera_28_f003270_r000.jpg,None,-1,NOISE,0.0,True,False
4,Person_0035,Hospital_000__Person_0035,35,35,Camera_04,14,Hospital_000,Person,0,0.0,6660,8520,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0035/Camera_04/Person_0035_Camera_04_f006660_r002.jpg,None,-1,NOISE,0.0,True,False
9,Person_0035,Hospital_000__Person_0035,35,35,Camera_19,29,Hospital_000,Person,1,0.6666666666666666,2340,7530,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0035/Camera_19/Person_0035_Camera_19_f002340_r005.jpg,None,-1,NOISE,0.0,True,False
1,Person_0035,Hospital_000__Person_0035,35,35,Camera_25,35,Hospital_000,Person,0,0.0,1020,1020,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0035/Camera_25/Person_0035_Camera_25_f001020_r000.jpg,None,-1,NOISE,0.0,True,False
4,Person_0038,Hospital_000__Person_0038,38,38,Camera_04,14,Hospital_000,Person,0,0.0,4380,8820,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0038/Camera_04/Person_0038_Camera_04_f004380_r002.jpg,None,-1,NOISE,0.0,True,False
30,Person_0039,Hospital_000__Person_0039,39,39,Camera_08,18,Hospital_000,Person,1,0.4,4470,7560,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0039/Camera_08/Person_0039_Camera_08_f004470_r008.jpg,None,-1,NOISE,0.0,True,False
4,Person_0039,Hospital_000__Person_0039,39,39,Camera_19,29,Hospital_000,Person,1,0.5,7470,7500,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0039/Camera_19/Person_0039_Camera_19_f007470_r005.jpg,None,-1,NOISE,0.0,True,False
16,Person_0039,Hospital_000__Person_0039,39,39,Camera_27,37,Hospital_000,Person,1,0.125,4470,7500,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0039/Camera_27/Person_0039_Camera_27_f004470_r009.jpg,None,-1,NOISE,0.0,True,False
167,Person_0000,Lab_000__Person_0000,40,40,Camera_0007,8,Lab_000,Person,1,0.6586826347305389,2370,4770,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0007/Person_0000_Camera_0007_f002370_r000.jpg,None,-1,NOISE,0.0,True,False
300,Person_0001,Lab_000__Person_0001,41,41,Camera_0005,6,Lab_000,Person,1,0.6666666666666666,210,3180,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0001/Camera_0005/Person_0001_Camera_0005_f000210_r001.jpg,None,-1,NOISE,0.0,True,False
567,Person_0001,Lab_000__Person_0001,41,41,Camera_0007,8,Lab_000,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0001/Camera_0007/Person_0001_Camera_0007_f000000_r001.jpg,None,-1,NOISE,0.0,True,False
468,Person_0002,Lab_000__Person_0002,42,42,Camera_0003,4,Lab_000,Person,1,0.6495726495726496,540,5460,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0002/Camera_0003/Person_0002_Camera_0003_f000540_r001.jpg,None,-1,NOISE,0.0,True,False
162,Person_0003,Warehouse_015__Person_0003,49,49,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,0,1590,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0003/Camera_09/Person_0003_Camera_09_f000000_r002.jpg,None,-1,NOISE,0.0,True,False
18,Person_0005,Warehouse_015__Person_0005,51,51,Camera_08,18,Warehouse_015,Person,1,0.6666666666666666,8010,8220,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0005/Camera_08/Person_0005_Camera_08_f008010_r013.jpg,None,-1,NOISE,0.0,True,False
38,Person_0006,Warehouse_015__Person_0006,52,52,Camera_02,12,Warehouse_015,Person,1,0.631578947368421,7050,7470,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0006/Camera_02/Person_0006_Camera_02_f007050_r002.jpg,None,-1,NOISE,0.0,True,False
6,Person_0006,Warehouse_015__Person_0006,52,52,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,0,30,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0006/Camera_09/Person_0006_Camera_09_f000000_r001.jpg,None,-1,NOISE,0.0,True,False
35,Person_0008,Warehouse_015__Person_0008,53,53,Camera_08,18,Warehouse_015,Person,1,0.5714285714285714,5850,6540,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0008/Camera_08/Person_0008_Camera_08_f005850_r021.jpg,None,-1,NOISE,0.0,True,False
238,Person_0008,Warehouse_015__Person_0008,53,53,Camera_09,19,Warehouse_015,Person,1,0.6554621848739496,2670,5100,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0008/Camera_09/Person_0008_Camera_09_f002670_r002.jpg,None,-1,NOISE,0.0,True,False
9,Person_0013,Warehouse_015__Person_0013,58,58,Camera_07,17,Warehouse_015,Person,1,0.6666666666666666,150,210,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_07/Person_0013_Camera_07_f000150_r009.jpg,None,-1,NOISE,0.0,True,False
186,Person_0013,Warehouse_015__Person_0013,58,58,Camera_11,21,Warehouse_015,Person,1,0.6666666666666666,3150,5070,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_11/Person_0013_Camera_11_f003150_r006.jpg,None,-1,NOISE,0.0,True,False
69,Person_0166,Warehouse_015__Person_0166,63,63,Camera_07,17,Warehouse_015,Person,1,0.6666666666666666,7440,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0166/Camera_07/Person_0166_Camera_07_f007440_r012.jpg,None,-1,NOISE,0.0,True,False
174,Person_0168,Warehouse_015__Person_0168,65,65,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,6240,8250,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0168/Camera_09/Person_0168_Camera_09_f006240_r004.jpg,None,-1,NOISE,0.0,True,False
1,Person_0170,Warehouse_015__Person_0170,67,67,Camera_05,15,Warehouse_015,Person,0,0.0,3900,3900,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0170/Camera_05/Person_0170_Camera_05_f003900_r003.jpg,None,-1,NOISE,0.0,True,False
210,Person_0170,Warehouse_015__Person_0170,67,67,Camera_08,18,Warehouse_015,Person,1,0.638095238095238,210,8880,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0170/Camera_08/Person_0170_Camera_08_f000210_r004.jpg,None,-1,NOISE,0.0,True,False
426,Person_0170,Warehouse_015__Person_0170,67,67,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,720,5190,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0170/Camera_09/Person_0170_Camera_09_f000720_r000.jpg,None,-1,NOISE,0.0,True,False
16,Person_0171,Warehouse_015__Person_0171,68,68,Camera_02,12,Warehouse_015,Person,1,0.375,3660,3960,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0171/Camera_02/Person_0171_Camera_02_f003660_r002.jpg,None,-1,NOISE,0.0,True,False
108,Person_0171,Warehouse_015__Person_0171,68,68,Camera_06,16,Warehouse_015,Person,1,0.6666666666666666,4440,7530,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0171/Camera_06/Person_0171_Camera_06_f004440_r002.jpg,None,-1,NOISE,0.0,True,False
12,Person_0173,Warehouse_015__Person_0173,70,70,Camera_02,12,Warehouse_015,Person,1,0.6666666666666666,8580,8670,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0173/Camera_02/Person_0173_Camera_02_f008580_r003.jpg,None,-1,NOISE,0.0,True,False
66,Person_0174,Warehouse_015__Person_0174,71,71,Camera_06,16,Warehouse_015,Person,1,0.6666666666666666,4440,6600,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0174/Camera_06/Person_0174_Camera_06_f004440_r005.jpg,None,-1,NOISE,0.0,True,False
18,Person_0174,Warehouse_015__Person_0174,71,71,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,3180,3330,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0174/Camera_09/Person_0174_Camera_09_f003180_r003.jpg,None,-1,NOISE,0.0,True,False
60,Person_0174,Warehouse_015__Person_0174,71,71,Camera_11,21,Warehouse_015,Person,1,0.6666666666666666,4380,6540,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0174/Camera_11/Person_0174_Camera_11_f004380_r006.jpg,None,-1,NOISE,0.0,True,False
24,Person_0175,Warehouse_015__Person_0175,72,72,Camera_02,12,Warehouse_015,Person,1,0.6666666666666666,1650,1890,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0175/Camera_02/Person_0175_Camera_02_f001650_r000.jpg,None,-1,NOISE,0.0,True,False
22,Person_0178,Warehouse_015__Person_0178,75,75,Camera_07,17,Warehouse_015,Person,1,0.6363636363636364,150,360,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0178/Camera_07/Person_0178_Camera_07_f000150_r001.jpg,None,-1,NOISE,0.0,True,False
843,Person_0178,Warehouse_015__Person_0178,75,75,Camera_08,18,Warehouse_015,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0178/Camera_08/Person_0178_Camera_08_f000000_r006.jpg,None,-1,NOISE,0.0,True,False
9,Person_0184,Warehouse_015__Person_0184,79,79,Camera_02,12,Warehouse_015,Person,1,0.6666666666666666,480,540,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0184/Camera_02/Person_0184_Camera_02_f000480_r008.jpg,None,-1,NOISE,0.0,True,False
248,Person_0184,Warehouse_015__Person_0184,79,79,Camera_05,15,Warehouse_015,Person,1,0.008064516129032258,450,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0184/Camera_05/Person_0184_Camera_05_f000450_r018.jpg,None,-1,NOISE,0.0,True,False
735,Person_0187,Warehouse_015__Person_0187,82,82,Camera_05,15,Warehouse_015,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0187/Camera_05/Person_0187_Camera_05_f000000_r025.jpg,None,-1,NOISE,0.0,True,False
15,Person_0189,Warehouse_015__Person_0189,84,84,Camera_06,16,Warehouse_015,Person,1,0.6666666666666666,120,240,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0189/Camera_06/Person_0189_Camera_06_f000120_r009.jpg,None,-1,NOISE,0.0,True,False
39,Person_0191,Warehouse_015__Person_0191,86,86,Camera_09,19,Warehouse_015,Person,1,0.6666666666666666,210,1320,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0191/Camera_09/Person_0191_Camera_09_f000210_r006.jpg,None,-1,NOISE,0.0,True,False
4,Person_0191,Warehouse_015__Person_0191,86,86,Camera_11,21,Warehouse_015,Person,1,0.5,5760,5790,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0191/Camera_11/Person_0191_Camera_11_f005760_r008.jpg,None,-1,NOISE,0.0,True,False
3,Person_0193,Warehouse_015__Person_0193,88,88,Camera,0,Warehouse_015,Person,1,0.6666666666666666,2460,2460,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0193/Camera/Person_0193_Camera_f002460_r024.jpg,None,-1,NOISE,0.0,True,False
139,Person_0194,Warehouse_015__Person_0194,89,89,Camera_09,19,Warehouse_015,Person,1,0.6618705035971223,5070,7230,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0194/Camera_09/Person_0194_Camera_09_f005070_r004.jpg,None,-1,NOISE,0.0,True,False
96,Person_0195,Warehouse_015__Person_0195,90,90,Camera_11,21,Warehouse_015,Person,1,0.6666666666666666,2970,8700,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0195/Camera_11/Person_0195_Camera_11_f002970_r007.jpg,None,-1,NOISE,0.0,True,False
