query_index,query_id,query_camera,top1_index,top1_id,top1_camera,top1_score,top1_correct,ap
17,Hospital_000__Person_0001,Camera_10,23,Hospital_000__Person_0001,Camera_25,0.9782975316047668,1,0.925287356321839
18,Hospital_000__Person_0001,Camera_16,25,Hospital_000__Person_0001,Camera_29,0.9826756715774536,1,0.9276556776556778
19,Hospital_000__Person_0001,Camera_19,22,Hospital_000__Person_0001,Camera_24,0.9517931938171387,1,0.8636466080685149
20,Hospital_000__Person_0001,Camera_21,21,Hospital_000__Person_0001,Camera_23,0.9860674142837524,1,0.9285714285714287
21,Hospital_000__Person_0001,Camera_23,20,Hospital_000__Person_0001,Camera_21,0.9860674142837524,1,0.9274193548387097
22,Hospital_000__Person_0001,Camera_24,19,Hospital_000__Person_0001,Camera_19,0.9517931938171387,1,0.8195993111897003
23,Hospital_000__Person_0001,Camera_25,17,Hospital_000__Person_0001,Camera_10,0.9782975316047668,1,0.9261006289308176
24,Hospital_000__Person_0001,Camera_28,16,Hospital_000__Person_0001,Camera_07,0.9746207594871521,1,0.9362745098039216
25,Hospital_000__Person_0001,Camera_29,15,Hospital_000__Person_0001,Camera_04,0.9856084585189819,1,0.9276556776556778
26,Hospital_000__Person_0001,Camera_30,17,Hospital_000__Person_0001,Camera_10,0.9561788439750671,1,0.9239130434782608
27,Hospital_000__Person_0002,Camera,1243,Warehouse_015__Person_0221,Camera_07,0.7894721031188965,0,0.2561267054388236
28,Hospital_000__Person_0002,Camera_03,39,Hospital_000__Person_0002,Camera_24,0.9900582432746887,1,0.9652777777777778
29,Hospital_000__Person_0002,Camera_04,41,Hospital_000__Person_0002,Camera_27,0.9843014478683472,1,0.9487359550561798
30,Hospital_000__Person_0002,Camera_05,37,Hospital_000__Person_0002,Camera_22,0.9790950417518616,1,0.9669117647058824
31,Hospital_000__Person_0002,Camera_07,35,Hospital_000__Person_0002,Camera_19,0.9830333590507507,1,0.961890243902439
32,Hospital_000__Person_0002,Camera_08,34,Hospital_000__Person_0002,Camera_18,0.9742342829704285,1,0.9963235294117647
33,Hospital_000__Person_0002,Camera_16,34,Hospital_000__Person_0002,Camera_18,0.9802412390708923,1,0.9930555555555556
34,Hospital_000__Person_0002,Camera_18,33,Hospital_000__Person_0002,Camera_16,0.9802412390708923,1,0.9930555555555556
35,Hospital_000__Person_0002,Camera_19,41,Hospital_000__Person_0002,Camera_27,0.9902727603912354,1,0.964527027027027
36,Hospital_000__Person_0002,Camera_21,43,Hospital_000__Person_0002,Camera_29,0.9761956334114075,1,0.9579081632653061
37,Hospital_000__Person_0002,Camera_22,39,Hospital_000__Person_0002,Camera_24,0.9863218069076538,1,0.969758064516129
38,Hospital_000__Person_0002,Camera_23,35,Hospital_000__Person_0002,Camera_19,0.9853540062904358,1,0.9638157894736842
39,Hospital_000__Person_0002,Camera_24,28,Hospital_000__Person_0002,Camera_03,0.9900582432746887,1,0.9631410256410257
40,Hospital_000__Person_0002,Camera_26,30,Hospital_000__Person_0002,Camera_05,0.9714950323104858,1,0.9809782608695652
41,Hospital_000__Person_0002,Camera_27,35,Hospital_000__Person_0002,Camera_19,0.9902727603912354,1,0.9631410256410257
42,Hospital_000__Person_0002,Camera_28,35,Hospital_000__Person_0002,Camera_19,0.979860782623291,1,0.9488636363636364
43,Hospital_000__Person_0002,Camera_29,35,Hospital_000__Person_0002,Camera_19,0.9845040440559387,1,0.9613095238095238
44,Hospital_000__Person_0003,Camera,46,Hospital_000__Person_0003,Camera_04,0.9739478230476379,1,0.9325714285714286
45,Hospital_000__Person_0003,Camera_03,52,Hospital_000__Person_0003,Camera_19,0.9798146486282349,1,0.9131684876365727
46,Hospital_000__Person_0003,Camera_04,52,Hospital_000__Person_0003,Camera_19,0.9778767824172974,1,0.9005616605616605
47,Hospital_000__Person_0003,Camera_05,54,Hospital_000__Person_0003,Camera_22,0.9664037823677063,1,0.9009502923976608
48,Hospital_000__Person_0003,Camera_06,54,Hospital_000__Person_0003,Camera_22,0.9874585270881653,1,0.9069491525423728
49,Hospital_000__Person_0003,Camera_08,54,Hospital_000__Person_0003,Camera_22,0.9884533882141113,1,0.9092307692307693
50,Hospital_000__Person_0003,Camera_09,49,Hospital_000__Person_0003,Camera_08,0.9766481518745422,1,0.9010364842454395
51,Hospital_000__Person_0003,Camera_18,59,Hospital_000__Person_0003,Camera_31,0.9766392707824707,1,0.8764267396470786
52,Hospital_000__Person_0003,Camera_19,49,Hospital_000__Person_0003,Camera_08,0.9800834655761719,1,0.9175925925925925
53,Hospital_000__Person_0003,Camera_20,1411,Warehouse_016__FourierGR1T2_0353,Camera_07,0.749428927898407,0,0.05753627033975708
54,Hospital_000__Person_0003,Camera_22,49,Hospital_000__Person_0003,Camera_08,0.9884533882141113,1,0.9032974661575841
55,Hospital_000__Person_0003,Camera_23,44,Hospital_000__Person_0003,Camera,0.7798482775688171,1,0.2554784327350601
56,Hospital_000__Person_0003,Camera_24,49,Hospital_000__Person_0003,Camera_08,0.9794058203697205,1,0.9162280701754386
57,Hospital_000__Person_0003,Camera_26,54,Hospital_000__Person_0003,Camera_22,0.9839848875999451,1,0.8807345160286336
58,Hospital_000__Person_0003,Camera_27,45,Hospital_000__Person_0003,Camera_03,0.9726613163948059,1,0.9182053089029834
59,Hospital_000__Person_0003,Camera_31,51,Hospital_000__Person_0003,Camera_18,0.9766392707824707,1,0.8652471666264769
60,Hospital_000__Person_0004,Camera,68,Hospital_000__Person_0004,Camera_20,0.9570232033729553,1,0.8420930126938713
61,Hospital_000__Person_0004,Camera_03,66,Hospital_000__Person_0004,Camera_09,0.9870608448982239,1,0.8893707482993198
62,Hospital_000__Person_0004,Camera_04,72,Hospital_000__Person_0004,Camera_27,0.8323244452476501,1,0.9190115440115442
63,Hospital_000__Person_0004,Camera_05,70,Hospital_000__Person_0004,Camera_24,0.9798880219459534,1,0.9252873563218389
64,Hospital_000__Person_0004,Camera_06,66,Hospital_000__Person_0004,Camera_09,0.9865418672561646,1,0.8833333333333334
65,Hospital_000__Person_0004,Camera_08,72,Hospital_000__Person_0004,Camera_27,0.9454205632209778,1,0.9442640692640694
66,Hospital_000__Person_0004,Camera_09,61,Hospital_000__Person_0004,Camera_03,0.9870608448982239,1,0.8826923076923078
67,Hospital_000__Person_0004,Camera_19,228,Hospital_000__Person_0015,Camera_25,0.7018871903419495,0,0.0912300944545047
68,Hospital_000__Person_0004,Camera_20,60,Hospital_000__Person_0004,Camera,0.9570232033729553,1,0.8493252724287208
69,Hospital_000__Person_0004,Camera_22,71,Hospital_000__Person_0004,Camera_26,0.9959566593170166,1,0.9213900134952767
70,Hospital_000__Person_0004,Camera_24,69,Hospital_000__Person_0004,Camera_22,0.9936427474021912,1,0.9202395964691047
71,Hospital_000__Person_0004,Camera_26,69,Hospital_000__Person_0004,Camera_22,0.9959566593170166,1,0.9116858237547895
72,Hospital_000__Person_0004,Camera_27,65,Hospital_000__Person_0004,Camera_08,0.9454205632209778,1,0.930365296803653
73,Hospital_000__Person_0005,Camera_02,77,Hospital_000__Person_0005,Camera_13,0.9856313467025757,1,0.724637321144674
74,Hospital_000__Person_0005,Camera_03,80,Hospital_000__Person_0005,Camera_24,0.92242032289505,1,0.7621136173767753
75,Hospital_000__Person_0005,Camera_10,73,Hospital_000__Person_0005,Camera_02,0.9568442702293396,1,0.8070627289377289
76,Hospital_000__Person_0005,Camera_12,73,Hospital_000__Person_0005,Camera_02,0.9346336126327515,1,0.5205641367912535
77,Hospital_000__Person_0005,Camera_13,73,Hospital_000__Person_0005,Camera_02,0.9856313467025757,1,0.7626400560224089
78,Hospital_000__Person_0005,Camera_17,77,Hospital_000__Person_0005,Camera_13,0.9855258464813232,1,0.9381313131313131
79,Hospital_000__Person_0005,Camera_23,73,Hospital_000__Person_0005,Camera_02,0.9320381283760071,1,0.5611071047452121
80,Hospital_000__Person_0005,Camera_24,74,Hospital_000__Person_0005,Camera_03,0.92242032289505,1,0.7930240508365508
81,Hospital_000__Person_0005,Camera_28,74,Hospital_000__Person_0005,Camera_03,0.9211378693580627,1,0.9861111111111112
82,Hospital_000__Person_0006,Camera,91,Hospital_000__Person_0006,Camera_25,0.9393513798713684,1,1.0
83,Hospital_000__Person_0006,Camera_03,90,Hospital_000__Person_0006,Camera_24,0.9942249655723572,1,1.0
84,Hospital_000__Person_0006,Camera_04,91,Hospital_000__Person_0006,Camera_25,0.9706505537033081,1,1.0
85,Hospital_000__Person_0006,Camera_07,88,Hospital_000__Person_0006,Camera_21,0.9838531017303467,1,1.0
86,Hospital_000__Person_0006,Camera_10,94,Hospital_000__Person_0006,Camera_30,0.986470639705658,1,0.9467893217893218
87,Hospital_000__Person_0006,Camera_16,88,Hospital_000__Person_0006,Camera_21,0.9926937222480774,1,1.0
88,Hospital_000__Person_0006,Camera_21,87,Hospital_000__Person_0006,Camera_16,0.9926937222480774,1,1.0
89,Hospital_000__Person_0006,Camera_23,88,Hospital_000__Person_0006,Camera_21,0.9901264309883118,1,1.0
90,Hospital_000__Person_0006,Camera_24,83,Hospital_000__Person_0006,Camera_03,0.9942249655723572,1,1.0
91,Hospital_000__Person_0006,Camera_25,87,Hospital_000__Person_0006,Camera_16,0.989504337310791,1,1.0
92,Hospital_000__Person_0006,Camera_28,90,Hospital_000__Person_0006,Camera_24,0.9902666211128235,1,1.0
93,Hospital_000__Person_0006,Camera_29,87,Hospital_000__Person_0006,Camera_16,0.9624183177947998,1,0.9006734006734008
94,Hospital_000__Person_0006,Camera_30,86,Hospital_000__Person_0006,Camera_10,0.986470639705658,1,0.9576330532212884
95,Hospital_000__Person_0007,Camera,96,Hospital_000__Person_0007,Camera_01,0.9546478390693665,1,0.9095088202505082
96,Hospital_000__Person_0007,Camera_01,95,Hospital_000__Person_0007,Camera,0.9546478390693665,1,0.8975070397065282
97,Hospital_000__Person_0007,Camera_03,107,Hospital_000__Person_0007,Camera_24,0.9895913004875183,1,0.8512776057791538
98,Hospital_000__Person_0007,Camera_04,96,Hospital_000__Person_0007,Camera_01,0.8884337544441223,1,0.8606229389850077
99,Hospital_000__Person_0007,Camera_05,102,Hospital_000__Person_0007,Camera_09,0.9700003862380981,1,0.9138528138528138
100,Hospital_000__Person_0007,Camera_06,102,Hospital_000__Person_0007,Camera_09,0.9691671133041382,1,0.9059763989341454
101,Hospital_000__Person_0007,Camera_08,109,Hospital_000__Person_0007,Camera_27,0.9546318054199219,1,0.9052121212121211
102,Hospital_000__Person_0007,Camera_09,107,Hospital_000__Person_0007,Camera_24,0.9818475246429443,1,0.9096179183135704
103,Hospital_000__Person_0007,Camera_19,1300,Warehouse_015__Person_0234,Camera_07,0.5442867279052734,0,0.09798789972731813
104,Hospital_000__Person_0007,Camera_20,97,Hospital_000__Person_0007,Camera_03,0.9788438677787781,1,0.8546593558958845
105,Hospital_000__Person_0007,Camera_22,102,Hospital_000__Person_0007,Camera_09,0.9679171442985535,1,0.8853864124848145
106,Hospital_000__Person_0007,Camera_23,1435,Warehouse_016__FourierGR1T2_0626,Camera_08,0.7431071400642395,0,0.08470684051423605
107,Hospital_000__Person_0007,Camera_24,97,Hospital_000__Person_0007,Camera_03,0.9895913004875183,1,0.889181613716249
108,Hospital_000__Person_0007,Camera_26,102,Hospital_000__Person_0007,Camera_09,0.9624686241149902,1,0.9263783686990776
109,Hospital_000__Person_0007,Camera_27,101,Hospital_000__Person_0007,Camera_08,0.9546318054199219,1,0.8858264811300864
110,Hospital_000__Person_0007,Camera_31,287,Hospital_000__Person_0019,Camera_25,0.6549155116081238,0,0.11011800851550356
111,Hospital_000__Person_0008,Camera,123,Hospital_000__Person_0008,Camera_24,0.9880319237709045,1,0.9967320261437909
112,Hospital_000__Person_0008,Camera_03,123,Hospital_000__Person_0008,Camera_24,0.9925524592399597,1,1.0
113,Hospital_000__Person_0008,Camera_04,120,Hospital_000__Person_0008,Camera_20,0.9681469798088074,1,1.0
114,Hospital_000__Person_0008,Camera_05,121,Hospital_000__Person_0008,Camera_22,0.9883489012718201,1,1.0
115,Hospital_000__Person_0008,Camera_06,125,Hospital_000__Person_0008,Camera_26,0.9868595004081726,1,1.0
116,Hospital_000__Person_0008,Camera_08,112,Hospital_000__Person_0008,Camera_03,0.9925076961517334,1,1.0
117,Hospital_000__Person_0008,Camera_09,112,Hospital_000__Person_0008,Camera_03,0.9854772090911865,1,1.0
118,Hospital_000__Person_0008,Camera_18,125,Hospital_000__Person_0008,Camera_26,0.9871254563331604,1,1.0
119,Hospital_000__Person_0008,Camera_19,117,Hospital_000__Person_0008,Camera_09,0.9828460812568665,1,1.0
120,Hospital_000__Person_0008,Camera_20,116,Hospital_000__Person_0008,Camera_08,0.9742542505264282,1,1.0
121,Hospital_000__Person_0008,Camera_22,125,Hospital_000__Person_0008,Camera_26,0.9917771220207214,1,1.0
122,Hospital_000__Person_0008,Camera_23,126,Hospital_000__Person_0008,Camera_27,0.9768528938293457,1,0.9769472117655509
123,Hospital_000__Person_0008,Camera_24,112,Hospital_000__Person_0008,Camera_03,0.9925524592399597,1,1.0
124,Hospital_000__Person_0008,Camera_25,113,Hospital_000__Person_0008,Camera_04,0.9190872311592102,1,1.0
125,Hospital_000__Person_0008,Camera_26,121,Hospital_000__Person_0008,Camera_22,0.9917771220207214,1,1.0
126,Hospital_000__Person_0008,Camera_27,111,Hospital_000__Person_0008,Camera,0.9877411127090454,1,0.9932718185313343
127,Hospital_000__Person_0008,Camera_28,116,Hospital_000__Person_0008,Camera_08,0.991460382938385,1,1.0
128,Hospital_000__Person_0008,Camera_31,115,Hospital_000__Person_0008,Camera_06,0.9643900394439697,1,1.0
129,Hospital_000__Person_0009,Camera,130,Hospital_000__Person_0009,Camera_03,0.9782837629318237,1,0.9901360544217686
130,Hospital_000__Person_0009,Camera_03,142,Hospital_000__Person_0009,Camera_27,0.9874117374420166,1,0.9901360544217686
131,Hospital_000__Person_0009,Camera_04,142,Hospital_000__Person_0009,Camera_27,0.9789988398551941,1,1.0
132,Hospital_000__Person_0009,Camera_05,138,Hospital_000__Person_0009,Camera_22,0.9767259359359741,1,0.9786891679748824
133,Hospital_000__Person_0009,Camera_06,135,Hospital_000__Person_0009,Camera_09,0.9784078598022461,1,0.9999999999999999
134,Hospital_000__Person_0009,Camera_08,136,Hospital_000__Person_0009,Camera_18,0.9772198796272278,1,0.9901360544217687
135,Hospital_000__Person_0009,Camera_09,133,Hospital_000__Person_0009,Camera_06,0.9784078598022461,1,0.9999999999999999
136,Hospital_000__Person_0009,Camera_18,134,Hospital_000__Person_0009,Camera_08,0.9772198796272278,1,0.9901360544217687
137,Hospital_000__Person_0009,Camera_19,142,Hospital_000__Person_0009,Camera_27,0.9733849167823792,1,1.0
138,Hospital_000__Person_0009,Camera_22,140,Hospital_000__Person_0009,Camera_24,0.9851993322372437,1,0.9846415489272631
139,Hospital_000__Person_0009,Camera_23,130,Hospital_000__Person_0009,Camera_03,0.9829902052879333,1,0.957845638255302
140,Hospital_000__Person_0009,Camera_24,138,Hospital_000__Person_0009,Camera_22,0.9851993322372437,1,0.9786891679748823
141,Hospital_000__Person_0009,Camera_26,134,Hospital_000__Person_0009,Camera_08,0.9614285230636597,1,0.9901360544217686
142,Hospital_000__Person_0009,Camera_27,130,Hospital_000__Person_0009,Camera_03,0.9874117374420166,1,0.995238095238095
143,Hospital_000__Person_0009,Camera_28,133,Hospital_000__Person_0009,Camera_06,0.9679118990898132,1,1.0
144,Hospital_000__Person_0010,Camera_03,152,Hospital_000__Person_0010,Camera_24,0.9911935925483704,1,1.0
145,Hospital_000__Person_0010,Camera_04,147,Hospital_000__Person_0010,Camera_10,0.9513735771179199,1,1.0
146,Hospital_000__Person_0010,Camera_07,150,Hospital_000__Person_0010,Camera_21,0.9885230660438538,1,1.0
147,Hospital_000__Person_0010,Camera_10,156,Hospital_000__Person_0010,Camera_30,0.9800540804862976,1,1.0
148,Hospital_000__Person_0010,Camera_16,150,Hospital_000__Person_0010,Camera_21,0.9930508732795715,1,1.0
149,Hospital_000__Person_0010,Camera_19,152,Hospital_000__Person_0010,Camera_24,0.980034351348877,1,0.9999999999999999
150,Hospital_000__Person_0010,Camera_21,148,Hospital_000__Person_0010,Camera_16,0.9930508732795715,1,1.0
151,Hospital_000__Person_0010,Camera_23,150,Hospital_000__Person_0010,Camera_21,0.991751492023468,1,1.0
152,Hospital_000__Person_0010,Camera_24,144,Hospital_000__Person_0010,Camera_03,0.9911935925483704,1,1.0
153,Hospital_000__Person_0010,Camera_25,148,Hospital_000__Person_0010,Camera_16,0.9864501357078552,1,1.0
154,Hospital_000__Person_0010,Camera_28,150,Hospital_000__Person_0010,Camera_21,0.98505699634552,1,1.0
155,Hospital_000__Person_0010,Camera_29,156,Hospital_000__Person_0010,Camera_30,0.9856523275375366,1,1.0
156,Hospital_000__Person_0010,Camera_30,155,Hospital_000__Person_0010,Camera_29,0.9856523275375366,1,1.0
157,Hospital_000__Person_0011,Camera_03,165,Hospital_000__Person_0011,Camera_24,0.9958617091178894,1,0.9935897435897437
158,Hospital_000__Person_0011,Camera_04,161,Hospital_000__Person_0011,Camera_16,0.9689440131187439,1,1.0
159,Hospital_000__Person_0011,Camera_07,167,Hospital_000__Person_0011,Camera_28,0.9581350088119507,1,1.0
160,Hospital_000__Person_0011,Camera_10,161,Hospital_000__Person_0011,Camera_16,0.9583368301391602,1,1.0
161,Hospital_000__Person_0011,Camera_16,166,Hospital_000__Person_0011,Camera_25,0.9858936071395874,1,1.0
162,Hospital_000__Person_0011,Camera_19,165,Hospital_000__Person_0011,Camera_24,0.974282443523407,1,0.9935897435897435
163,Hospital_000__Person_0011,Camera_21,164,Hospital_000__Person_0011,Camera_23,0.9881840348243713,1,1.0
164,Hospital_000__Person_0011,Camera_23,163,Hospital_000__Person_0011,Camera_21,0.9881840348243713,1,1.0
165,Hospital_000__Person_0011,Camera_24,157,Hospital_000__Person_0011,Camera_03,0.9958617091178894,1,1.0
166,Hospital_000__Person_0011,Camera_25,161,Hospital_000__Person_0011,Camera_16,0.9858936071395874,1,1.0
167,Hospital_000__Person_0011,Camera_28,165,Hospital_000__Person_0011,Camera_24,0.9746761322021484,1,1.0
168,Hospital_000__Person_0011,Camera_29,166,Hospital_000__Person_0011,Camera_25,0.9772548079490662,1,1.0
169,Hospital_000__Person_0011,Camera_30,166,Hospital_000__Person_0011,Camera_25,0.9698013067245483,1,1.0
170,Hospital_000__Person_0012,Camera,178,Hospital_000__Person_0012,Camera_20,0.9568386077880859,1,0.6699059646070517
171,Hospital_000__Person_0012,Camera_01,170,Hospital_000__Person_0012,Camera,0.9503557085990906,1,0.6857877190311243
172,Hospital_000__Person_0012,Camera_03,179,Hospital_000__Person_0012,Camera_22,0.9670634865760803,1,0.7266181988742965
173,Hospital_000__Person_0012,Camera_05,180,Hospital_000__Person_0012,Camera_24,0.9214004278182983,1,0.6116265543967865
174,Hospital_000__Person_0012,Camera_06,178,Hospital_000__Person_0012,Camera_20,0.9606374502182007,1,0.9024410774410775
175,Hospital_000__Person_0012,Camera_08,196,Hospital_000__Person_0013,Camera_27,0.5941203832626343,0,0.25385737805872444
176,Hospital_000__Person_0012,Camera_09,174,Hospital_000__Person_0012,Camera_06,0.9423350691795349,1,0.8847853535353537
177,Hospital_000__Person_0012,Camera_14,1230,Warehouse_015__Person_0220,Camera_05,0.9268754124641418,0,0.22021534136374732
178,Hospital_000__Person_0012,Camera_20,174,Hospital_000__Person_0012,Camera_06,0.9606374502182007,1,0.9110644257703081
179,Hospital_000__Person_0012,Camera_22,172,Hospital_000__Person_0012,Camera_03,0.9670634865760803,1,0.44983929340353485
180,Hospital_000__Person_0012,Camera_24,172,Hospital_000__Person_0012,Camera_03,0.9629773497581482,1,0.5821141041976782
181,Hospital_000__Person_0012,Camera_26,172,Hospital_000__Person_0012,Camera_03,0.7687325477600098,1,0.7826367668279434
182,Hospital_000__Person_0012,Camera_27,174,Hospital_000__Person_0012,Camera_06,0.8301994204521179,1,0.8156242478463611
183,Hospital_000__Person_0013,Camera,190,Hospital_000__Person_0013,Camera_20,0.9833510518074036,1,0.9468468468468467
184,Hospital_000__Person_0013,Camera_03,193,Hospital_000__Person_0013,Camera_24,0.9966863393783569,1,0.9475702075702076
185,Hospital_000__Person_0013,Camera_04,196,Hospital_000__Person_0013,Camera_27,0.701609194278717,1,0.26724398978762126
186,Hospital_000__Person_0013,Camera_05,191,Hospital_000__Person_0013,Camera_22,0.9813968539237976,1,0.9428876678876679
187,Hospital_000__Person_0013,Camera_06,189,Hospital_000__Person_0013,Camera_09,0.9900203943252563,1,0.9212606837606837
188,Hospital_000__Person_0013,Camera_08,196,Hospital_000__Person_0013,Camera_27,0.9669812321662903,1,0.6205125722230985
189,Hospital_000__Person_0013,Camera_09,187,Hospital_000__Person_0013,Camera_06,0.9900203943252563,1,0.9118527725944605
190,Hospital_000__Person_0013,Camera_20,193,Hospital_000__Person_0013,Camera_24,0.9834513068199158,1,0.9480392156862745
191,Hospital_000__Person_0013,Camera_22,195,Hospital_000__Person_0013,Camera_26,0.9946545362472534,1,0.9124589490968802
192,Hospital_000__Person_0013,Camera_23,183,Hospital_000__Person_0013,Camera,0.9038342237472534,1,0.5613097565876433
193,Hospital_000__Person_0013,Camera_24,184,Hospital_000__Person_0013,Camera_03,0.9966863393783569,1,0.9603603603603603
194,Hospital_000__Person_0013,Camera_25,183,Hospital_000__Person_0013,Camera,0.9300693273544312,1,0.9363221060782037
195,Hospital_000__Person_0013,Camera_26,191,Hospital_000__Person_0013,Camera_22,0.9946545362472534,1,0.913690476190476
196,Hospital_000__Person_0013,Camera_27,188,Hospital_000__Person_0013,Camera_08,0.9669812321662903,1,0.4722042271978173
197,Hospital_000__Person_0013,Camera_28,189,Hospital_000__Person_0013,Camera_09,0.8831566572189331,1,0.5323846130014523
198,Hospital_000__Person_0013,Camera_31,187,Hospital_000__Person_0013,Camera_06,0.9815881252288818,1,0.9136904761904762
199,Hospital_000__Person_0014,Camera_03,207,Hospital_000__Person_0014,Camera_24,0.9154949188232422,1,1.0
200,Hospital_000__Person_0014,Camera_04,210,Hospital_000__Person_0014,Camera_29,0.9911844730377197,1,1.0
201,Hospital_000__Person_0014,Camera_07,205,Hospital_000__Person_0014,Camera_21,0.9896430373191833,1,1.0
202,Hospital_000__Person_0014,Camera_10,208,Hospital_000__Person_0014,Camera_25,0.989657998085022,1,1.0
203,Hospital_000__Person_0014,Camera_16,210,Hospital_000__Person_0014,Camera_29,0.9880142211914062,1,1.0
204,Hospital_000__Person_0014,Camera_19,201,Hospital_000__Person_0014,Camera_07,0.9568203091621399,1,1.0
205,Hospital_000__Person_0014,Camera_21,206,Hospital_000__Person_0014,Camera_23,0.9899997711181641,1,1.0
206,Hospital_000__Person_0014,Camera_23,205,Hospital_000__Person_0014,Camera_21,0.9899997711181641,1,1.0
207,Hospital_000__Person_0014,Camera_24,199,Hospital_000__Person_0014,Camera_03,0.9154949188232422,1,0.9708624708624709
208,Hospital_000__Person_0014,Camera_25,202,Hospital_000__Person_0014,Camera_10,0.989657998085022,1,1.0
209,Hospital_000__Person_0014,Camera_28,201,Hospital_000__Person_0014,Camera_07,0.9779559373855591,1,1.0
210,Hospital_000__Person_0014,Camera_29,200,Hospital_000__Person_0014,Camera_04,0.9911844730377197,1,1.0
211,Hospital_000__Person_0015,Camera,233,Hospital_000__Person_0015,Camera_31,0.9580663442611694,1,0.9017335225555202
212,Hospital_000__Person_0015,Camera_03,225,Hospital_000__Person_0015,Camera_22,0.9633193612098694,1,0.8991714565852339
213,Hospital_000__Person_0015,Camera_04,230,Hospital_000__Person_0015,Camera_27,0.9634906053543091,1,0.8888922288166247
214,Hospital_000__Person_0015,Camera_05,212,Hospital_000__Person_0015,Camera_03,0.9343332648277283,1,0.8252972098480266
215,Hospital_000__Person_0015,Camera_06,231,Hospital_000__Person_0015,Camera_28,0.9587500095367432,1,0.9223019543989586
216,Hospital_000__Person_0015,Camera_07,231,Hospital_000__Person_0015,Camera_28,0.9224501848220825,1,0.917707445187895
217,Hospital_000__Person_0015,Camera_08,230,Hospital_000__Person_0015,Camera_27,0.9724248647689819,1,0.9151860513306295
218,Hospital_000__Person_0015,Camera_09,221,Hospital_000__Person_0015,Camera_18,0.909098744392395,1,0.7285145246551692
219,Hospital_000__Person_0015,Camera_10,233,Hospital_000__Person_0015,Camera_31,0.7278728485107422,1,0.28458119814342064
220,Hospital_000__Person_0015,Camera_16,232,Hospital_000__Person_0015,Camera_29,0.9385349154472351,1,0.9568710359408032
221,Hospital_000__Person_0015,Camera_18,218,Hospital_000__Person_0015,Camera_09,0.909098744392395,1,0.9350344669992763
222,Hospital_000__Person_0015,Camera_19,231,Hospital_000__Person_0015,Camera_28,0.9563813209533691,1,0.9103718974172957
223,Hospital_000__Person_0015,Camera_20,213,Hospital_000__Person_0015,Camera_04,0.8825048804283142,1,0.7033342012771966
224,Hospital_000__Person_0015,Camera_21,215,Hospital_000__Person_0015,Camera_06,0.9546493291854858,1,0.9197398190045247
225,Hospital_000__Person_0015,Camera_22,212,Hospital_000__Person_0015,Camera_03,0.9633193612098694,1,0.9104377682238091
226,Hospital_000__Person_0015,Camera_23,231,Hospital_000__Person_0015,Camera_28,0.9589018225669861,1,0.8554180430924422
227,Hospital_000__Person_0015,Camera_24,222,Hospital_000__Person_0015,Camera_19,0.9515721797943115,1,0.8651645104951292
228,Hospital_000__Person_0015,Camera_25,67,Hospital_000__Person_0004,Camera_19,0.7018871903419495,0,0.046227233675414495
229,Hospital_000__Person_0015,Camera_26,225,Hospital_000__Person_0015,Camera_22,0.9398631453514099,1,0.9072695138268907
